EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,PLAN_ESTUDIOS_DETERMINANTE,TIPOS_ESPACIOS,OTROS_TIPO_ESPAC,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,OTROS_ELEC_CARRERA,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,,,
21,Mujer,Ingeniería en Computación,18,3,2,4,5,1,1,1,1,4,3,1,Extranjero,,Crítico,Razomaniento Lógico,Razonameinto Matemático,Inteligencia Emocional,Investigación,8,6,5,5,9,Personal,,Computación,Temas Selectos de Matemáticas,Ética,Italiano,Teatro,10,9,10,10,10,Ninguno,Diferente,,,
24,Hombre,Ingeniería Mecatronica,18,4,4,3,4,2,5,5,3,1,4,3,Otros,Fabricas,Trabajo bajo presion,Constacia,Organización,Habilidad Matematica,Responsabilidad,7,6,7,8,9,Personal,,calculo,geometria analitica,Programacion,Matematicas,ingles,6,8,8,7,8,Ninguno,Misma,,,
24,Hombre,Ingeniería en Computación,18,4,3,4,3,3,1,3,3,2,4,2,Otros,En casa,Resolver problemas,Dedicacion,Cretividad,Razonamiento,Trabajo en equipo,6,6,8,8,9,Personal,,Matematicas,Programacion,geometria,Ingles,Calculo,6,6,7,7,7,Ninguno,Diferente,,,
23,Hombre,Ingeniería Mecatronica,18,5,5,3,2,2,5,4,4,1,5,4,Otros,Fabricas,Dedicacion,Organización,Responsabilidad,Empatia,Toma de desiciones,9,7,9,9,9,Personal,,Matematicas,Fundamentos de programacion,contabilidad,dibujo tecnico,Computacion,7,7,7,8,9,Ninguno,S/carrera,,,
24,Hombre,Ingeniería Civil,18,5,4,4,2,3,5,4,3,1,5,5,Campo,,Confianza,Trabajo Bajo presion,Constancia,Manejo de Problemas,Comunicación,9,9,8,9,9,Personal,,dibujo tecnico,Matematicas,Literatura,calculo,Contabilidad,8,9,9,9,8,Ninguno,Misma,,,
24,Mujer,Ingenieria Civil,17,5,5,5,3,4,5,4,4,2,5,5,Campo,,Honestidad,Trabajo en equipo,Disciplina,Trabajo bajo presion,Constancia,8,8,8,8,7,Personal,,dibujo tecnico,Matematicas,Computacion,geometria analitica,ingles,8,8,8,9,9,Ninguno,S/carrera,,,
24,Mujer,Ingeniería en Computación,18,3,3,5,4,4,5,5,5,3,5,4,Oficinas,,Integridad,Planificacion,Confianza,Honestidad,Dedicacion,9,8,9,9,9,Personal,,fundamentos de programacion,Contabilidad,matematicas,Computacion,calculo,8,9,9,9,9,Ninguno,Diferente,,,
24,Mujer,Ingenieria en Minas y Metalurgia,17,4,4,3,2,2,5,5,3,2,4,3,Campo,,Iniciativa,Responsabilidad,Empatia,Honestidad,Organización,9,9,7,9,9,Personal,,calculo,geografia,ingles,dibujo tecnico,quimica,9,10,10,9,10,Ninguno,Diferente,,,
23,Hombre,Ingeniería Mecatronica,17,5,4,5,4,3,1,2,1,2,4,5,Oficinas,,Flexibilidad,Resolver problemas ,Constancia,Responsabilidad,Creatividad,6,7,7,8,8,Personal,,Fisica,geometria analitica,Quimica,Computacion,Calculo,8,8,9,9,7,Ninguno,Diferente,,,
24,Hombre,Ingeniería Mecatronica,18,4,5,4,5,4,5,5,4,2,4,3,Extranjero,,Adaptacion,Habilidad matematica,Dedicacion,Toma de desiciones,Analisis,8,8,7,9,8,Personal,,Fisica,Matematicas,Calculo,Quimica,geometria analitica,7,7,8,8,7,Ninguno,Misma,,,
25,Hombre,Ingeniería en Telecomunicaciones,18,3,3,4,2,2,5,4,2,2,5,4,Oficinas,,Trabajo en equipo,Adaptacion,Planificacion,Toma de desiciones,Analisis,8,7,9,8,8,Personal,,programacion,fisica,matematicas,calculo,ingles,8,9,10,8,7,Ninguno,Diferente,,,
24,Mujer,Ingeniería en Computación,18,5,5,4,1,1,1,1,1,3,1,3,Extranjero,,Organización,Instalación,Resolución de problemas,,,9,9,9,,,Personal,,calculo,Cibernética,Computacion,,,7,10,10,,,Ninguno,S/carrera,,,
23,Hombre,Ingeniería en Telecomunicaciones,18,4,5,1,5,5,5,5,1,3,1,1,Campo,,Ingenio,Responsabilidad,Inteligencia,Constancia,Habilidad matemática,10,6,7,6,7,Personal,,calculo,Cibernética,Probabilidad,Matematicas,Filosofía,8,10,7,8,10,Ninguno,S/carrera,,,
24,Hombre,Ingeniería en Computación,18,5,4,5,1,4,5,5,1,1,4,1,Oficinas,,Programación,Liderazgo,Análisis,,,8,9,8,,,Personal,,calculo,Cibernética,Computacion,,,7,9,8,,,Web / Redes Soc,S/carrera,,,
22,Mujer,Ingeniería en Computación,12,5,4,5,4,4,5,5,5,5,2,4,Extranjero,Oficinas,Pensamiento abstracto,Habilidad matematica,Pensamiento lógico,,,8,8,8,,,Personal,,Informática,Matematicas,,,,9,9,,,,Ninguno,S/carrera,,,
24,Mujer,Ingeniería Petrolera,19,4,4,5,4,1,5,5,5,5,2,2,Campo,Extranjero,Trabajo en equipo,Capacidad de decisción,Habilidad matemática,Trabajo bajo presion,Responsabilidad,9,9,8,8,10,Personal,,Historia,Geografía,matematicas,,,10,10,8,,,TV/Medios impresos,S/carrera,,,
22,Mujer,Ingeniería Geofísica,17,4,4,5,5,5,5,5,5,5,4,5,Extranjero,Campo,Interés por la tierra,Física,Matemática,Trabajo en equipo,,10,10,10,10,,Personal,,calculo,Física,Quimica,Cibernética,Computacion,10,8,8,10,10,Ninguno,Diferente,,,
22,Hombre,Ingeniería Geofísica,18,2,1,4,1,1,4,5,1,4,4,1,Campo,,Trabajo en equipo,Trabajo Bajo presion,Habilidad matemática,,,8,6,8,,,Personal,,calculo,Física,Informática,,,6,6,8,,,Ninguno,S/carrera,,,
23,Hombre,Ingeniería en Computación,18,4,3,3,3,3,5,5,1,1,3,1,Extranjero,,Habilidad mental,Responsabilidad,Resolución de problemas,Liderazgo,Ingles,7,8,9,10,6,Personal,,Informática,Cálculo,,,,8,10,,,,Web / Redes Soc,Diferente,,,
23,Hombre,Ingeniería en Computación,18,4,4,5,5,1,1,5,1,5,5,1,Oficinas,,Creatividad,Resolución de problemas,Pensamiento matemático,,,8,7,9,,,Personal,,Informática,Matematicas,,,,9,7,,,,TV/Medios impresos,S/carrera,,,
23,Mujer,Ingeniería Electrónica,17,5,5,4,3,1,1,1,1,4,2,4,Oficinas,,Matemáticas,Programación,Pensamiento critico,Pensamiento lógico,Pensemiento analítico,10,10,10,10,10,Personal,,Matematicas,Física,Programacion,Análisis de Sistemas y Señales,Español,9,9,9,9,10,Ninguno,S/carrera,,,
25,Hombre,Ingeniería Mecatronica,18,4,5,5,5,5,4,5,4,5,5,5,Oficinas,,Perseverancia,Lógica,Disciplina,Adaptabilidad,Trabajo en equipo,9,9,8,8,8,Personal,,Matematicas,Fisica,Probabilidad,Ingles,geometria analitica,10,10,10,10,10,Ninguno,S/carrera,,,
27,Hombre,Ingeniería Mecatronica,17,4,4,5,5,3,1,2,1,1,5,4,Campo,,Adaptacion,Creatividad,Trabajo en Equipo,Honestidad,Comunicación,9,8,9,8,8,Personal,,Matematicas,fisica,Electronica,Sistemas,quimica,9,8,9,8,7,Ninguno,Diferente,,,
23,Mujer,Ingeiería en Computación,18,4,3,4,3,3,4,4,1,1,2,2,Oficinas,,Tolerancia al fracaso,Resposabilidad,Creativo,Pensamiento lógico,Trabajo en equipo,8,8,8,9,8,Personal,,Matematicas,fisica,Calculo,Fundamentos de programación,geometria analitica,8,7,7,8,7,Ninguno,Diferente,,,
30,Hombre,Ingeniería Electrica Electrónica,19,4,5,2,1,1,1,1,3,3,2,1,Oficinas,,Creatividad,Constacia,Trabajo en Equipo,Pensamiento lógico,Pensamiento analítico,8,9,8,9,9,Personal,,Algebra,fisica,Calculo,Probabilidad,geometria analitica,8,7,9,8,10,Ninguno,S/carrera,,,
21,Hombre,Ingeniería Geofísica,16,4,4,3,3,1,1,1,1,1,4,3,Campo,,Trabajar bajo presión,Responsabilidad,Pensamiento Critico,Lógica,Organización,9,9,9,8,9,Personal,,Algebra,Fisica,Geografía,geometria analitica,Calculo,9,9,9,9,9,Ninguno,Misma,,,
22,Hombre,Ingeniería Industrial,17,5,5,3,3,3,2,2,1,1,5,4,Extranjero,,Liderazgo,Planificacion,Pensamiento lógico,Responsabilidad,Trabajo en equipo,8,8,9,8,9,Personal,,Matematicas,Ingles,Fundamentos de Programación,Probabilidad,Filosofía,9,9,8,8,9,Ninguno,Diferente,,,
26,Mujer,Ingeniería Mecatronica,17,5,5,2,2,3,2,3,2,3,4,5,Extranjero,,Programación,Pensamiento lógico,Pensamiento analítico,Pensamiento Crítico,Trabajo en equipo,8,9,9,9,9,Personal,,Calculo,geometria analitica,Algebra,Probabilidad,Lengua Española,9,9,9,9,9,Ninguno,Diferente,,,
26,Hombre,Ingeniería Mecatronica,18,4,5,1,2,2,3,2,3,1,5,4,Oficinas,,Trabajo en equipo,Pensamiento analítico,Pensamiento lógico,Responsabilidad,Pensamiento Matemático,8,10,10,8,10,Personal,,Algebra,Calculo,Geometría Analítica,Física,Lengua Española,8,10,9,9,10,Ninguno,S/carrera,,,
23,Mujer,Ingeniería en Computación,16,4,4,5,5,3,4,5,3,2,4,1,Oficinas,Extranjero,Trabajo en equipo,Responsabilidad,Pensamiento crítico,Perseverancia,Pensamiento lógico,8,8,8,9,10,Personal,,Geometría analítica,Lógica,Álgebra,Física,Psicología,10,9,8,9,8,Ninguno,Diferente,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
